순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
1674,꿈의 공장,김성균,,,시네마달,2011/09/01,개봉영화,장편,한국,4,"3,707,000",605,"2,441,000",366,다큐멘터리,12세이상관람가,독립/예술영화
1675,전망 좋은 집 2,경석호,영화사 인연,,(주)소나무픽쳐스,2015/05/27,개봉영화,장편,한국,20,"3,032,000",605,"364,000",68,멜로/로맨스,청소년관람불가,일반영화
1676,남편만 몰라요,고광현,(주)큰손엔터테인먼트,,더그레이트 컴퍼니,2015/07/07,개봉영화,장편,한국,20,"2,995,000",601,"313,000",62,멜로/로맨스,청소년관람불가,일반영화
1677,동백아가씨,박정숙,다큐희망,,시네마달,2008/11/20,개봉영화,장편,한국,3,"3,891,248",601,"2,791,000",418,다큐멘터리,전체관람가,독립/예술영화
1678,우리들의 헤어진 여자친구,이광호,"골든타이드픽처스(주),밀크픽처스",,골든타이드픽처스(주),2013/08/29,개봉영화,장편,한국,4,"2,889,000",599,"1,000,000",200,멜로/로맨스,청소년관람불가,독립/예술영화
1679,폭력의 법칙: 나쁜 피 두 번째 이야기,강효진,(주)키노크러시,,(주)영화사 안다미로,2016/10/20,개봉영화,장편,한국,10,"4,578,000",597,"4,041,000",522,드라마,청소년관람불가,독립/예술영화
1680,허스,김정중,"(주)바다엔터테인먼트,(주)프리콤프로덕션",,(주)스폰지이엔티,2007/08/02,개봉영화,장편,한국,0,0,597,0,569,드라마,제한상영가,독립/예술영화
1681,걱정말아요,"소준문,김대견,신종훈",(주)레인보우팩토리,,(주)레인보우팩토리,2017/01/05,개봉영화,옴니버스,한국,15,"4,320,500",594,"2,974,700",378,드라마,청소년관람불가,독립/예술영화
1682,인투 더 나잇,갈재민,(주)시네마달,,(주)시네마달,2018/03/29,개봉영화,장편,한국,14,"4,704,300",593,"4,636,000",584,다큐멘터리,12세이상관람가,독립/예술영화
1683,플랑크 상수,조성규,(주)영화사 조제,,하준사,2015/04/30,개봉영화,장편,한국,5,"4,861,500",592,"4,617,500",559,드라마,청소년관람불가,독립/예술영화
1684,착한 처제,강훈,"쟈비스미디어,PK미디어크레이티브",,쟈비스미디어,2015/11/19,개봉영화,장편,한국,19,"3,723,000",588,"2,034,000",266,드라마,청소년관람불가,일반영화
1685,태아 3D,표만석,KBS 미디어,,(주)팝엔터테인먼트,2013/04/18,개봉영화,장편,한국,7,"6,671,500",586,"4,456,500",385,다큐멘터리,전체관람가,독립/예술영화
1686,사이에서,"어일선,민두식","(주)씨타도시공간,영화사 민들레",,"주식회사 마운틴픽쳐스,영화사 민들레",2012/11/22,개봉영화,옴니버스,한국,6,"3,184,500",582,"2,267,500",442,드라마,청소년관람불가,독립/예술영화
1687,개와 늑대 사이의 시간,전수일,(주)동녘필름,,스폰지,2007/06/21,개봉영화,장편,한국,0,0,579,0,400,드라마,15세이상관람가,독립/예술영화
1688,스타: 빛나는 사랑,한상희,(주)맑음영화사,,주식회사 마운틴픽쳐스,2012/10/11,개봉영화,장편,한국,5,"4,382,000",577,"3,213,000",414,멜로/로맨스,12세이상관람가,일반영화
1689,개똥이,김병준,영화사 새삶,,주식회사 마운틴픽쳐스,2013/09/05,개봉영화,장편,한국,8,"4,058,000",572,"1,009,000",142,드라마,청소년관람불가,독립/예술영화
1690,저스트 프렌즈,안철호,(주)맑음영화사,,팝엔터테인먼트,2012/05/03,개봉영화,장편,한국,6,"4,097,000",572,"1,864,000",246,멜로/로맨스,15세이상관람가,독립/예술영화
1691,개인교수: 심화학습,정태령,영화사 인연,,(주)소나무픽쳐스,2016/02/18,개봉영화,장편,한국,20,"3,688,000",571,"1,838,000",215,멜로/로맨스,청소년관람불가,일반영화
1692,엄마에게,이홍재,이홍재 필름,,어뮤즈,2012/05/31,개봉영화,장편,한국,5,"3,333,500",570,"2,249,000",326,드라마,전체관람가,독립/예술영화
1693,맛2,경석호,영화사 인연,,(주)소나무픽쳐스,2015/09/02,개봉영화,장편,한국,20,"2,852,000",569,"364,000",68,멜로/로맨스,청소년관람불가,일반영화
1694,미국인친구,성지혜,영화사 매화,,골든타이드픽처스(주),2014/06/12,개봉영화,장편,한국,5,"3,362,000",569,"1,107,000",140,드라마,청소년관람불가,독립/예술영화
1695,고백,정영배,"이글루픽쳐스,(주)오이필름",,더그레이트 컴퍼니,2015/08/20,개봉영화,장편,한국,20,"2,847,000",568,"364,000",68,미스터리,청소년관람불가,독립/예술영화
1696,"양 한 마리, 양 두 마리",황철민,"씨네굿,(주)두엔터테인먼트",,씨네굿,2011/12/01,개봉영화,장편,한국,4,"3,867,000",568,"3,867,000",568,드라마,12세이상관람가,독립/예술영화
1697,이바라키의 여름,전성호,부산MBC,,(주)씨에이씨엔터테인먼트,2015/08/06,개봉영화,장편,한국,5,"3,711,500",568,"181,000",22,다큐멘터리,전체관람가,독립/예술영화
1698,동거의 목적,조성우,(주)씨네토리,,(주)제이에이와이이엔터테인먼트,2016/03/31,개봉영화,장편,한국,19,"2,945,000",566,"1,239,000",237,멜로/로맨스,청소년관람불가,일반영화
1699,용주골,최우성,핵존슨,,에이라인,2015/11/19,개봉영화,장편,한국,20,"2,823,000",562,"570,000",114,드라마,청소년관람불가,일반영화
1700,오프 로드,한승룡,활동사진,,"(주)스폰지이엔티,스폰지",2007/08/30,개봉영화,장편,한국,0,0,561,0,272,드라마,청소년관람불가,독립/예술영화
1701,윤희,윤여창,굿픽처스,,노바엔터테인먼트,2014/01/09,개봉영화,장편,한국,2,"4,354,000",561,0,0,드라마,청소년관람불가,독립/예술영화
1702,착한 여비서의 목적,김효재,골든타이드픽처스(주),,골든타이드픽처스(주),2016/05/20,개봉영화,장편,한국,20,"2,889,000",561,"802,000",160,멜로/로맨스,청소년관람불가,일반영화
1703,관음증,이상빈,골든타이드픽처스(주),,골든타이드픽처스(주),2016/02/25,개봉영화,장편,한국,20,"2,926,000",559,"993,000",187,멜로/로맨스,청소년관람불가,일반영화
1704,통통한 혁명,민두식,"주식회사 마운틴픽쳐스,(주)맑음영화사",,주식회사 마운틴픽쳐스,2012/08/02,개봉영화,장편,한국,8,"3,748,000",557,"2,709,000",400,멜로/로맨스,12세이상관람가,독립/예술영화
1705,젊은 엄마 4,김효재,골든타이드픽처스(주),,골든타이드픽처스(주),2016/04/28,개봉영화,장편,한국,20,"2,859,000",556,"831,000",165,멜로/로맨스,청소년관람불가,일반영화
1706,청춘학당2 기생난입야사,김대성,(주)영화사히트,,(주)영화사히트,2016/03/03,개봉영화,장편,한국,20,"3,313,000",556,"1,384,000",226,코미디,청소년관람불가,일반영화
1707,감금의 시간,김대성,마법사필름,,마법사필름,2015/12/03,개봉영화,장편,한국,20,"3,310,000",555,"1,384,000",226,스릴러,청소년관람불가,일반영화
1708,색끈한 퓨전사극 심청야사,강명진,고구마콘텐츠허브(주),,고구마콘텐츠허브(주),2015/12/17,개봉영화,장편,한국,20,"3,542,000",551,"2,039,000",267,사극,청소년관람불가,일반영화
1709,사람을 찾습니다,이서,슈픽쳐스,,(주)키노아이디엠씨,2009/12/17,개봉영화,장편,한국,5,"3,538,086",546,"3,191,000",505,미스터리,청소년관람불가,독립/예술영화
1710,로드킬,이수성,㈜리필름,,(주)갤럭시컴퍼니,2019/02/21,개봉영화,장편,한국,17,"4,239,100",542,"3,869,100",485,공포(호러),청소년관람불가,일반영화
1711,그 여자 그 남자의 속사정,이윤형,모티브 필름,,어뮤즈,2013/01/31,개봉영화,장편,한국,5,"3,747,000",539,"2,672,000",386,멜로/로맨스,15세이상관람가,독립/예술영화
1712,독,김태곤,중앙 대학교,,㈜인디스토리,2009/08/20,개봉영화,장편,한국,4,"3,622,784",538,"3,466,000",514,공포(호러),15세이상관람가,독립/예술영화
1713,하프,김세연,"영화사 민들레,하트박스(주)",,(주)인디플러그,2016/01/21,개봉영화,장편,한국,10,"4,166,700",538,"2,940,200",354,드라마,청소년관람불가,독립/예술영화
1714,처음 만난 사람들,김동현,김동현필름,,"㈜인디스토리,아트플러스시네마네트워크",2009/06/04,개봉영화,장편,한국,4,"3,406,408",537,"2,550,000",391,드라마,12세이상관람가,독립/예술영화
1715,방독피,"김곡,김선",(주)두엔터테인먼트,,(주)두엔터테인먼트,2013/08/22,개봉영화,장편,한국,2,"3,305,000",529,"2,662,000",423,미스터리,청소년관람불가,독립/예술영화
1716,젊은 엄마,공자관,"골든타이드픽처스(주),밀크픽처스",,"골든타이드픽처스(주),(주)옐로우필름",2013/08/06,개봉영화,장편,한국,1,"3,168,000",528,"3,168,000",528,멜로/로맨스,청소년관람불가,일반영화
1717,고시원,이영민,에이치케이 이엔엠,,(주)로이테미디어,2015/10/30,개봉영화,장편,한국,20,"3,380,000",524,"1,123,000",145,멜로/로맨스,청소년관람불가,일반영화
1718,나나나 : 여배우 민낯 프로젝트,"부지영,김꽃비,서영주,양은용",서울독립영화제,,서울독립영화제,2012/08/23,개봉영화,장편,한국,7,"3,813,400",524,"2,757,400",359,다큐멘터리,12세이상관람가,독립/예술영화
1719,엄마는 창녀다,이상우,승암관필름팩토리,,(주)드림웨스트픽쳐스,2011/03/31,개봉영화,장편,한국,1,"3,422,200",523,"2,362,200",340,드라마,청소년관람불가,독립/예술영화
1720,겨울나비,김규민,스타라이트 픽쳐스,,(주)웃기씨네,2011/07/07,개봉영화,장편,한국,7,"3,424,500",521,"1,458,500",208,드라마,15세이상관람가,독립/예술영화
1721,돌멩이의 꿈,장용우,(주)삼화네트웍스,,씨제이엔터테인먼트,2009/12/10,개봉영화,장편,한국,10,"3,612,168",521,"445,500",58,드라마,12세이상관람가,일반영화
1722,포장마차,최율권희,㈜리필름,,에이라인,2015/10/01,개봉영화,장편,한국,20,"2,617,000",520,"574,000",114,코미디,청소년관람불가,일반영화
1723,사월의 끝,김광복,코라필름,,(주)비엠컬쳐스,2017/09/14,개봉영화,장편,한국,6,"3,389,900",519,"2,081,900",257,미스터리,청소년관람불가,독립/예술영화
1724,안녕? 허대짜수짜님!,정호중,그리고필름앤드라마,,그리고필름앤드라마,2008/08/22,개봉영화,장편,한국,1,"2,782,000",519,"2,248,000",404,가족,전체관람가,독립/예술영화
1725,키스,"강호준,김진희,황희성,서용호,문인대,이정원,김두헌",(주)스푸키번치,,(주)마노엔터테인먼트,2013/03/07,개봉영화,옴니버스,한국,2,"4,387,000",519,"4,310,000",508,드라마,청소년관람불가,독립/예술영화
1726,새폴더2,황상원,더사람픽쳐스,,더사람픽쳐스,2015/10/23,개봉영화,장편,한국,20,"3,352,000",518,"1,130,000",146,드라마,청소년관람불가,일반영화
1727,누구나 제 명에 죽고 싶다,김승현,한국영화아카데미,,씨제이 씨지브이(CJ CGV)(주),2013/03/14,개봉영화,장편,한국,7,"4,027,500",517,"3,444,500",436,드라마,청소년관람불가,독립/예술영화
1728,유부녀들,경석호,영화사 인연,,(주)소나무픽쳐스,2015/10/14,개봉영화,장편,한국,20,"3,405,000",516,"1,823,000",215,멜로/로맨스,청소년관람불가,일반영화
1729,젊은엄마 : 디 오리지널,정도수,골든타이드픽처스(주),,골든타이드픽처스(주),2016/06/23,개봉영화,장편,한국,20,"2,670,000",516,"847,000",169,멜로/로맨스,청소년관람불가,일반영화
1730,미국의 바람과 불,김경만,,,(주)시네마달,2012/07/26,개봉영화,장편,한국,3,"3,107,498",515,"2,532,498",413,다큐멘터리,15세이상관람가,독립/예술영화
1731,미궁: 비밀애,조조 히데오,(주)케이알씨지,,(주)케이알씨지,2015/04/23,개봉영화,장편,한국,20,"2,642,000",513,"645,000",129,멜로/로맨스,청소년관람불가,독립/예술영화
1732,붉은 바캉스 검은 웨딩,"박철수,김태식",필름라인,,(주)영화사 조제,2011/12/08,개봉영화,옴니버스,한국,6,"3,926,000",508,"2,119,000",280,드라마,청소년관람불가,독립/예술영화
1733,물고기,박홍민,디마엔터테인먼트,,(주)미로비젼,2013/01/31,개봉영화,장편,한국,4,"4,558,000",504,"4,022,000",429,미스터리,15세이상관람가,독립/예술영화
1734,지구에서 사는 법,안슬기,"씨알필름,㈜인디스토리",,㈜인디스토리,2009/09/24,개봉영화,장편,한국,5,"3,347,259",502,"2,626,500",384,드라마,15세이상관람가,독립/예술영화
1735,달밤체조 2015,"신봉철,박후인","달밤체조(주),(주)비싸이드 픽쳐스",,달밤체조(주),2018/04/24,개봉영화,장편,한국,2,"3,493,000",499,"3,493,000",499,드라마,12세이상관람가,독립/예술영화
1736,색화동,공자관,"클릭영화사(주),청년필름(주)",,(주)프리머스시네마,2007/11/15,개봉영화,장편,한국,0,0,498,0,400,코미디,청소년관람불가,일반영화
1737,러시아 엄마,최원준,골든타이드픽처스(주),,골든타이드픽처스(주),2016/07/28,개봉영화,장편,한국,20,"2,560,000",497,"819,000",163,멜로/로맨스,청소년관람불가,일반영화
1738,경복,최시형,,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2013/07/11,개봉영화,장편,한국,1,"3,762,200",496,"3,762,200",496,드라마,15세이상관람가,독립/예술영화
1739,숲속의 부부,전규환,(주)트리필름,,(주)트리필름,2018/02/15,개봉영화,장편,한국,7,"4,265,500",496,"3,334,300",378,판타지,청소년관람불가,독립/예술영화
1740,불륜의 맛,이세일,(주)케이알씨지,,(주)케이알씨지,2014/03/27,개봉영화,장편,한국,5,"1,950,000",494,"540,000",108,멜로/로맨스,청소년관람불가,일반영화
1741,어떤 개인 날,"이숙경,고태정",한국영화아카데미,,씨제이엔터테인먼트,2009/03/12,개봉영화,장편,한국,1,"3,041,400",494,"2,112,000",329,드라마,12세이상관람가,독립/예술영화
1742,피해자들,노진수,(주)노시스에프앤디,,골든타이드픽처스(주),2014/07/31,개봉영화,장편,한국,5,"3,324,000",494,"2,240,000",252,미스터리,청소년관람불가,독립/예술영화
1743,국정교과서 516일 : 끝나지 않은 역사전쟁,백승우,(주)아우라픽처스,,(주)아우라픽처스,2017/11/23,개봉영화,장편,한국,16,"3,255,500",493,"1,343,500",185,다큐멘터리,12세이상관람가,독립/예술영화
1744,입영전야,유승택,영화사 인연,,(주)소나무픽쳐스,2016/04/05,개봉영화,장편,한국,20,"3,290,000",492,"1,838,000",215,멜로/로맨스,청소년관람불가,일반영화
1745,마지막 위안부,임선,(주)투윈미디어,,(주)투윈미디어,2015/08/03,개봉영화,장편,한국,1,"4,172,000",490,"4,172,000",490,드라마,15세이상관람가,일반영화
1746,내비게이션,장권호,(주)리코필름,,골든타이드픽처스(주),2014/07/03,개봉영화,장편,한국,8,"2,702,000",489,"50,000",10,공포(호러),청소년관람불가,독립/예술영화
1747,젓가락,서세원,(주)찹스틱프로덕션,,씨제이엔터테인먼트,2010/10/28,개봉영화,장편,한국,11,"3,486,744",488,"1,561,000",208,코미디,15세이상관람가,일반영화
1748,애인,이숭환,(주)케이알씨지,,(주)케이알씨지,2015/06/17,개봉영화,장편,한국,20,"2,594,000",485,"580,000",116,멜로/로맨스,청소년관람불가,일반영화
1749,등산의 목적,조형운,주식회사 비엠미디어,,주식회사 비엠미디어,2016/03/03,개봉영화,장편,한국,20,"2,507,000",484,"1,625,000",315,멜로/로맨스,청소년관람불가,일반영화
1750,스파이 파파,한승룡,영화사 활동사진,,(주)마노엔터테인먼트,2011/10/27,개봉영화,장편,한국,6,"3,426,500",484,"2,019,500",259,코미디,전체관람가,독립/예술영화
